scraped_at,league,team,player,games,wins,losses,saves,holds,hold_points,cg,sho,no_bb_games,win_pct,bf,ip,hits,hr,bb,ibb,hbp,so,wp,bk,runs,er,era,npb_id
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,藤田 琉生,6,0,1,0,0,0,0,0,0,.000,83,15.2,26,1,7,0,3,13,3,0,19,13,7.47,01805150
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,堀 瑞輝,13,2,1,1,0,0,0,0,0,.667,49,12.2,9,1,2,0,0,20,0,0,3,2,1.42,51855134
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,松岡 洸希,10,4,0,0,0,0,0,0,0,1.000,77,17.1,18,0,7,0,2,25,3,0,6,6,3.12,61665151
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,松本 遼大,7,1,2,0,0,0,0,0,0,.333,143,31.2,37,1,11,0,4,21,1,0,16,15,4.26,03105153
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,宮内 春輝,13,2,0,0,0,0,0,0,0,1.000,56,14.1,10,0,3,0,0,17,1,0,5,4,2.51,53155157
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,宮西 尚生,12,0,0,1,0,0,0,0,0,.000,42,12,4,2,3,0,0,11,0,0,2,2,1.50,41445116
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,山﨑 福也,6,0,1,1,0,0,0,0,0,.000,100,27,23,2,2,0,1,27,1,1,6,6,2.00,21825130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,山本 拓実,4,0,1,1,0,0,0,0,0,.000,15,3.1,5,0,1,0,0,4,0,0,2,2,5.40,03105136
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,横山 永遠,1,0,1,0,0,0,0,0,0,.000,2,+,2,0,0,0,0,0,0,0,1,1,----,13315152
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,ラオ,1,1,0,0,0,0,0,0,0,1.000,29,6.2,7,0,1,0,2,1,0,0,4,4,5.40,43745152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,阿部 翔太,2,0,0,0,0,0,0,0,0,.000,11,1.1,5,1,2,1,0,1,0,0,5,5,33.75,01105153
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,入山 海斗,18,0,0,0,0,0,0,0,0,.000,59,15.2,5,3,6,0,0,12,4,1,4,4,2.30,31335157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,岩嵜 翔,1,0,0,0,0,0,0,0,0,.000,4,1,0,0,1,0,0,0,0,0,0,0,0.00,31335116
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,エスピノーザ,8,5,1,0,0,0,1,1,0,.833,199,49.2,39,2,13,0,1,46,1,0,12,12,2.17,43545159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,片山 楽生,8,0,0,0,0,0,0,0,0,.000,42,10.1,8,0,4,0,0,7,0,0,2,2,1.74,01505150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,川瀬 堅斗,5,0,0,0,0,0,0,0,0,.000,36,8,8,1,5,1,0,4,2,0,3,3,3.38,41745153
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,九里 亜蓮,10,5,4,0,0,0,1,1,0,.556,261,64,51,3,20,1,5,67,1,0,22,20,2.81,71775139
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,古田島 成龍,6,0,0,0,3,3,0,0,0,.000,26,5,7,1,4,0,1,4,1,1,4,4,7.20,41745159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,権田 琉成,5,0,0,0,0,0,0,0,0,.000,20,4.2,6,1,0,0,0,3,0,0,3,3,5.79,61765159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,佐藤 一磨,4,0,0,0,0,0,0,0,0,.000,29,6,4,1,7,0,0,2,0,0,3,2,3.00,51055151
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,ジェリー,8,2,2,0,0,0,0,0,0,.500,183,45.2,40,1,8,0,2,35,1,0,8,8,1.58,03505152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,曽谷 龍平,7,3,3,0,0,0,0,0,0,.500,169,40.2,40,5,6,0,2,41,0,0,16,13,2.88,81985157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,髙島 泰都,8,3,1,0,0,0,0,0,0,.750,163,37.1,43,2,9,0,4,29,0,1,16,15,3.62,61065159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,髙谷 舟,1,0,0,0,0,0,0,0,0,.000,9,1,5,1,1,0,0,1,0,0,5,5,45.00,51255152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,田嶋 大樹,6,2,1,0,0,0,0,0,0,.667,118,29,30,2,3,0,2,18,0,0,12,12,3.72,41045136
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,寺西 成騎,15,3,2,0,8,10,0,0,0,.600,112,27.1,27,0,5,0,1,23,2,0,13,13,4.28,61465150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,東松 快征,5,0,0,0,0,0,0,0,0,.000,21,4,3,2,7,1,0,4,0,0,4,4,9.00,71475159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,平野 佳寿,2,0,0,0,1,1,0,0,0,.000,9,2,3,1,0,0,0,1,0,0,1,1,4.50,81285112
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,博志,7,2,0,0,0,2,0,0,0,1.000,34,9.1,4,0,3,0,0,4,0,0,1,1,0.96,61965136
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,ペルドモ,8,1,2,0,3,4,0,0,0,.333,37,7,13,2,3,0,0,5,0,0,11,11,14.14,13215157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,マチャド,19,0,0,16,1,1,0,0,0,.000,75,19,17,2,3,0,0,22,0,0,3,3,1.42,43945159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,宮城 大弥,3,1,1,0,0,0,0,0,0,.500,63,13.1,20,1,3,0,0,17,0,0,12,6,4.05,71875151
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,宮國 凌空,1,0,0,0,0,0,0,0,0,.000,14,3,5,0,0,0,0,3,0,0,2,2,6.00,63165159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,椋木 蓮,21,1,2,1,15,16,0,0,0,.333,75,20,13,1,3,1,1,19,0,0,7,7,3.15,33335155
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山岡 泰輔,1,0,0,0,0,0,0,0,0,.000,6,0.2,3,1,1,0,0,0,0,0,2,2,27.00,83185134
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山﨑 颯一郎,21,1,2,0,8,9,0,0,0,.333,93,22.2,19,2,7,1,1,23,0,0,8,8,3.18,33335134
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山田 修義,8,0,0,0,1,1,0,0,0,.000,18,4.1,3,0,3,0,0,4,0,0,0,0,0.00,61465131
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,横山 楓,7,1,1,0,1,2,0,0,0,.500,27,6,6,0,2,0,1,11,1,0,2,2,3.00,03505155
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,吉田 輝星,12,0,2,0,7,7,0,0,0,.000,42,10,10,2,3,0,1,12,0,0,5,5,4.50,13115138
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,芦田 丈飛,14,1,0,2,0,0,0,0,0,1.000,82,19.2,17,1,5,0,0,17,0,0,4,3,1.37,71175159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,東 晃平,4,0,0,0,0,0,0,0,0,.000,34,9,6,1,1,0,0,10,1,0,1,1,1.00,71175136
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,阿部 翔太,17,0,0,2,0,0,0,0,0,.000,64,15,13,1,1,0,4,11,0,0,4,2,1.20,01105153
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,乾 健斗,1,1,0,0,0,0,0,0,0,1.000,5,1,4,0,0,0,0,0,0,0,1,1,9.00,31335150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,入山 海斗,11,2,0,2,0,0,0,0,0,1.000,54,11,15,2,5,0,0,8,0,0,8,8,6.55,31335157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,岩嵜 翔,7,1,1,1,0,0,0,0,0,.500,32,6,12,0,3,0,0,6,0,0,7,7,10.50,31335116
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,上原 堆我,2,1,0,0,0,0,0,0,0,1.000,27,8,1,0,2,0,0,5,0,0,0,0,0.00,41345150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,宇田川 優希,4,0,0,0,0,0,0,0,0,.000,15,4,2,0,3,0,0,6,0,0,0,0,0.00,31535153
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,エスピノーザ,1,1,0,0,0,0,0,0,0,1.000,22,5,6,0,1,0,0,6,0,0,2,2,3.60,43545159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,片山 楽生,5,0,1,0,0,0,0,0,0,.000,95,22.1,21,1,5,0,4,13,0,0,8,4,1.61,01505150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,川瀬 堅斗,13,1,1,1,0,0,0,0,0,.500,112,23,32,1,9,0,2,26,2,0,16,16,6.26,41745153
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,古田島 成龍,5,0,1,1,0,0,0,0,0,.000,19,3,6,0,3,0,0,1,1,0,4,3,9.00,41745159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,権田 琉成,16,2,0,3,0,0,0,0,0,1.000,67,16.2,8,1,6,1,3,18,0,0,4,3,1.62,61765159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,才木 海翔,3,0,0,0,0,0,0,0,0,.000,16,2.2,4,0,2,0,1,2,0,0,3,3,10.13,21725157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,齋藤 響介,5,1,0,0,0,0,0,0,0,1.000,60,16.2,8,1,3,0,0,9,1,0,1,1,0.54,41745157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,佐藤 一磨,7,2,2,0,0,0,0,0,0,.500,140,33,29,0,14,0,1,21,5,0,17,17,4.64,51055151
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,佐藤 龍月,2,0,0,0,0,0,0,0,0,.000,9,3,0,0,1,0,0,4,0,0,0,0,0.00,41945152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,ジェリー,1,0,0,0,0,0,0,0,0,.000,9,2,2,0,1,0,0,5,0,0,0,0,0.00,03505152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,寿賀 弘都,1,0,0,0,0,0,0,0,0,.000,3,1,2,0,0,0,0,0,0,0,0,0,0.00,31035159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,曽谷 龍平,2,0,1,0,0,0,0,0,0,.000,32,8,7,1,2,0,0,5,0,0,4,4,4.50,81985157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,髙谷 舟,15,0,2,0,0,0,0,0,0,.000,83,20.2,19,3,4,0,1,13,0,0,9,8,3.48,51255152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,田嶋 大樹,4,3,1,0,0,0,0,0,0,.750,93,21,21,2,7,0,0,17,1,0,7,7,3.00,41045136
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,寺西 成騎,1,0,0,0,0,0,0,0,0,.000,7,2,1,0,0,0,0,0,0,0,0,0,0.00,61465150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,東松 快征,7,3,1,0,0,0,0,0,0,.750,118,27,23,0,17,0,3,22,0,0,9,9,3.00,71475159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,富山 凌雅,17,0,0,0,0,0,0,0,0,.000,80,18.2,21,1,5,0,0,12,1,0,9,9,4.34,61065138
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,平野 佳寿,2,0,0,0,0,0,0,0,0,.000,11,2,5,1,0,0,0,1,0,0,2,1,4.50,81285112
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,博志,10,1,1,0,0,0,0,0,0,.500,67,14.1,21,1,4,0,0,8,0,1,12,11,6.91,61965136
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,藤川 敦也,3,0,0,0,0,0,0,0,0,.000,22,6,3,0,2,0,0,5,0,0,0,0,0.00,41645152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,ペルドモ,2,0,1,0,0,0,0,0,0,.000,29,6.2,11,1,1,0,0,4,0,0,6,5,6.75,13215157
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,マシュー,5,0,0,1,0,0,0,0,0,.000,24,5.1,7,0,2,0,0,3,0,0,1,0,0.00,71875152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,マチャド,1,0,0,0,0,0,0,0,0,.000,5,1,2,0,0,0,0,2,0,0,1,1,9.00,43945159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,宮國 凌空,10,5,1,0,0,0,0,0,0,.833,210,51.2,46,1,15,0,0,36,2,0,15,13,2.26,63165159
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,椋木 蓮,1,0,0,0,0,0,0,0,0,.000,3,1,0,0,0,0,0,1,0,0,0,0,0.00,33335155
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,森 陽樹,3,0,0,1,0,0,0,0,0,.000,17,3.1,5,0,1,0,0,3,1,0,2,2,5.40,93195152
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山岡 泰輔,9,1,5,0,0,0,0,0,0,.167,194,44,53,2,13,0,0,43,2,0,28,21,4.30,83185134
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山口 廉王,6,2,3,0,0,0,0,0,0,.400,103,21.1,29,3,9,0,2,11,0,0,21,20,8.44,83185150
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山﨑 颯一郎,1,0,0,0,0,0,0,0,0,.000,6,1,2,0,0,0,1,2,0,0,1,1,9.00,33335134
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,山田 修義,14,1,0,0,0,0,0,0,0,1.000,55,14,10,0,4,0,0,10,2,0,3,3,1.93,61465131
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,横山 楓,1,0,0,0,0,0,0,0,0,.000,3,1,0,0,0,0,0,0,0,0,0,0,0.00,03505155
2026-06-03 15:53:56,Pacific,オリックス・バファローズ,吉田 輝星,8,0,0,1,0,0,0,0,0,.000,33,8,5,0,5,0,0,10,0,0,1,0,0.00,13115138
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,ウレーニャ,8,2,2,0,0,0,0,0,0,.500,170,38.2,39,3,17,0,1,29,2,0,16,15,3.49,73375152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,内 星龍,19,0,2,0,4,4,0,0,0,.000,91,21.2,17,2,9,0,0,17,1,0,15,15,6.23,51555153
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,江原 雅裕,1,0,0,0,0,0,0,0,0,.000,9,2,2,0,1,0,0,3,0,0,1,1,4.50,11515150
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,加治屋 蓮,25,2,1,0,9,11,0,0,0,.667,96,23.1,23,1,9,0,0,21,1,0,7,5,1.93,21525139
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,岸 孝之,1,0,1,0,0,0,0,0,0,.000,22,5,8,1,1,0,0,7,0,0,3,3,5.40,91795114
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,九谷 瑠,9,0,0,0,0,0,0,0,0,.000,48,13,5,0,5,0,0,8,0,0,1,1,0.69,71775152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,古賀 康誠,1,0,0,0,0,0,0,0,0,.000,6,1,3,0,0,0,0,1,0,0,2,2,18.00,31735157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,古謝 樹,9,1,4,0,0,0,1,0,0,.200,229,55,52,8,14,0,1,45,0,0,24,24,3.93,21725159
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,柴田 大地,13,1,1,1,2,3,0,0,0,.500,45,10.2,5,1,9,0,0,10,0,0,1,1,0.84,81985155
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,荘司 康誠,10,4,5,0,0,0,0,0,0,.444,252,62,56,7,16,0,2,68,1,0,25,24,3.48,21925157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,鈴木 翔天,21,0,2,0,13,13,0,0,0,.000,81,18.1,19,3,7,0,0,20,0,0,11,10,4.91,01905138
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,宋 家豪,14,2,0,0,2,4,0,0,0,1.000,49,11,17,1,3,0,0,5,0,0,2,2,1.64,73575132
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,瀧中 瞭太,7,2,2,0,0,0,0,0,0,.500,145,34.2,28,1,12,0,3,25,0,0,6,6,1.56,31235151
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,田中 千晴,15,0,2,1,4,4,0,0,0,.000,63,13,15,0,8,0,1,18,2,0,8,5,3.46,91095157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,津留﨑 大成,14,0,0,0,0,0,0,0,0,.000,63,15.1,9,1,8,1,0,15,2,0,5,5,2.93,11415151
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,中込 陽翔,2,0,0,0,0,0,0,0,0,.000,13,2.1,4,2,2,0,0,1,0,0,4,4,15.43,31635150
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,西垣 雅矢,23,3,2,0,8,11,0,0,0,.600,84,19,18,3,10,0,1,24,0,0,11,11,5.21,61465155
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,早川 隆久,7,3,1,0,0,0,0,0,0,.750,187,49,31,4,10,0,0,47,1,0,12,12,2.20,31835153
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,藤井 聖,5,1,2,0,0,0,0,0,0,.333,107,25.2,28,3,4,0,0,20,1,0,10,9,3.16,71875153
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,藤平 尚真,21,0,1,11,4,4,0,0,0,.000,81,20.1,16,1,5,0,0,24,1,0,7,7,3.10,61665134
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,藤原 聡大,3,0,2,0,0,0,0,0,0,.000,59,12,17,3,7,0,2,10,0,1,10,9,6.75,81685152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,前田 健太,5,0,2,0,0,0,0,0,0,.000,86,18.2,22,2,13,0,0,14,0,0,10,10,4.82,51655114
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,渡辺 翔太,5,0,0,0,0,0,0,0,0,.000,24,5,8,0,3,0,1,2,0,0,5,5,9.00,23525157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,伊藤 大晟,2,0,0,0,0,0,0,0,0,.000,6,2,1,0,0,0,0,2,0,0,0,0,0.00,11315152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,伊藤 樹,8,3,1,1,0,0,0,0,0,.750,183,42,40,3,20,0,2,25,4,0,19,18,3.86,31335152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,ウレーニャ,1,0,0,0,0,0,0,0,0,.000,18,5,2,0,2,0,0,8,1,0,1,1,1.80,73375152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,内 星龍,1,0,0,0,0,0,0,0,0,.000,3,1,1,0,0,0,0,0,0,0,0,0,0.00,51555153
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,江原 雅裕,14,0,3,0,0,0,0,0,0,.000,86,18.1,20,3,14,0,1,16,1,0,16,14,6.87,11515150
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,大内 誠弥,10,2,3,0,0,0,0,0,0,.400,205,47.1,50,5,20,0,2,43,4,1,26,20,3.80,41345159
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,岸 孝之,7,2,0,0,0,0,0,0,0,1.000,119,32,21,0,7,0,0,26,2,0,1,1,0.28,91795114
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,九谷 瑠,7,0,0,1,0,0,0,0,0,.000,39,7.2,13,0,2,0,1,9,1,0,9,7,8.22,71775152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,コントレラス,1,1,0,0,0,0,0,0,0,1.000,9,2,2,0,1,0,0,2,0,0,0,0,0.00,53555152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,古賀 康誠,8,1,2,0,0,0,0,0,0,.333,168,35.2,45,4,22,0,1,26,0,0,27,26,6.56,31735157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,古謝 樹,1,1,0,0,0,0,0,0,0,1.000,20,5,2,0,2,0,0,3,0,0,1,0,0.00,21725159
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,今野 龍太,15,1,0,0,0,0,0,0,0,1.000,65,14,17,0,9,0,0,15,1,0,8,5,3.21,21725139
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,酒居 知史,12,0,0,0,0,0,0,0,0,.000,45,11.1,8,1,4,0,0,7,0,0,3,2,1.59,61765134
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,坂井 陽翔,10,4,2,1,0,0,1,0,0,.667,208,49.2,35,4,27,0,2,31,2,1,16,14,2.54,11915159
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,柴田 大地,4,0,0,0,0,0,0,0,0,.000,18,4.1,4,0,1,0,0,4,0,0,3,1,2.08,81985155
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,蕭 齊,8,0,1,0,0,0,0,0,0,.000,51,8.2,9,0,15,0,0,10,1,0,12,3,3.12,23525150
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,宋 家豪,3,0,0,0,0,0,0,0,0,.000,11,2.2,2,0,2,0,0,3,0,0,0,0,0.00,73575132
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,泰 勝利,5,0,0,0,0,0,0,0,0,.000,21,5,1,0,4,0,0,9,1,0,0,0,0.00,61065155
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,瀧中 瞭太,1,0,0,0,0,0,0,0,0,.000,19,4,4,1,2,0,0,2,1,0,1,1,2.25,31235151
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,田中 千晴,5,0,0,1,0,0,0,0,0,.000,20,5,3,0,2,0,0,9,1,0,1,0,0.00,91095157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,中込 陽翔,15,1,1,0,0,0,0,0,0,.500,54,14.1,7,0,4,0,0,16,0,0,3,2,1.26,31635150
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,中沢 匠磨,11,2,0,1,0,0,0,0,0,1.000,35,9.1,6,1,3,0,0,7,0,0,2,2,1.93,11415152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,早川 隆久,3,2,1,0,0,0,1,0,0,.667,75,20.2,13,1,1,0,0,25,0,0,6,4,1.74,31835153
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,林 優樹,5,0,0,0,0,0,0,0,0,.000,21,5.2,5,1,0,0,0,7,0,0,3,3,4.76,01605157
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,日當 直喜,19,2,1,10,0,0,0,0,0,.667,80,19,17,2,5,0,3,25,2,0,8,7,3.32,01605159
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,藤井 聖,7,2,2,0,0,0,0,0,0,.500,138,33,35,3,7,0,1,22,0,0,16,10,2.73,71875153
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,藤原 聡大,8,2,0,0,0,0,0,0,0,1.000,101,24,18,2,14,0,0,18,1,0,6,6,2.25,81685152
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,前田 健太,4,3,1,0,0,0,0,0,0,.750,83,20.2,17,1,5,0,1,16,1,0,10,10,4.35,51655114
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,松田 啄磨,10,2,3,0,0,0,0,0,0,.400,129,27.2,36,3,12,0,0,15,1,0,20,20,6.51,73175159
2026-06-03 15:53:56,Pacific,東北楽天ゴールデンイーグルス,渡辺 翔太,6,0,0,0,0,0,0,0,0,.000,20,6,1,0,0,0,0,4,0,0,0,0,0.00,23525157
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,青山 美夏人,2,0,0,0,0,0,0,0,0,.000,10,2,3,0,1,0,0,2,0,0,2,2,9.00,51155157
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,糸川 亮太,9,0,1,0,2,2,0,0,0,.000,50,11.2,13,4,3,0,0,6,0,0,8,8,6.17,11315159
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,岩城 颯空,21,0,1,17,2,2,0,0,0,.000,87,21,18,4,8,0,0,24,0,1,8,8,3.43,91395152
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,上田 大河,6,1,0,0,1,2,0,0,0,1.000,29,6.2,4,0,3,0,0,7,0,0,1,0,0.00,91395159
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,甲斐野 央,22,1,2,1,14,15,0,0,0,.333,80,19.2,14,3,11,0,0,24,0,0,6,6,2.75,51555138
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,黒田 将矢,16,2,0,0,2,4,0,0,0,1.000,59,14,12,0,5,0,1,10,1,0,4,4,2.57,21725155
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,佐藤 隼輔,11,1,1,1,4,5,0,0,0,.500,38,9,6,0,2,0,1,4,1,0,4,1,1.00,41945155
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,佐藤 爽,4,1,0,0,0,0,0,0,0,1.000,81,21,17,2,5,0,1,16,0,0,7,7,3.00,31035150
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,篠原 響,17,1,1,0,12,13,0,0,0,.500,67,16.1,11,1,5,1,1,24,1,0,7,3,1.65,61065150
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,菅井 信也,7,2,2,0,0,0,0,0,0,.500,160,38.1,32,2,15,0,2,20,0,0,13,13,3.05,71075155
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,隅田 知一郎,8,4,2,0,0,0,1,1,0,.667,221,55.1,52,3,8,0,1,48,2,0,20,15,2.44,21025155
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,平良 海馬,8,3,1,0,0,0,1,1,0,.750,201,53,24,1,19,1,3,52,1,0,5,4,0.68,31035136
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,髙橋 光成,8,6,2,0,0,0,2,0,0,.750,220,59.2,35,3,12,1,1,47,0,0,13,8,1.21,71075130
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,武内 夏暉,8,4,2,0,0,0,0,0,0,.667,192,47.2,45,1,10,0,1,41,2,0,18,15,2.83,51255159
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,中村 祐太,8,0,0,0,2,2,0,0,0,.000,37,10,3,0,3,0,0,11,0,0,2,1,0.90,71075139
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,羽田 慎之介,8,1,1,0,1,2,0,0,0,.500,45,8.1,10,0,10,1,2,10,2,1,8,7,7.56,51655155
2026-06-03 15:53:56,Pacific,埼玉西武ライオンズ,浜屋 将太,18,0,0,0,3,3,0,0,0,.000,61,15,13,0,7,0,0,12,0,0,4,4,2.40,61465151
