scraped_at,league,team,player,games,pa,ab,runs,hits,doubles,triples,hr,tb,rbi,sb,cs,sh,sf,bb,ibb,hbp,so,gidp,avg,slg,obp,npb_id
2026-06-03 15:53:56,Central,中日ドラゴンズ,加藤 匠馬,13,25,20,2,4,1,0,0,5,1,1,0,1,0,4,0,0,5,0,.200,.250,.333,41545130
2026-06-03 15:53:56,Central,中日ドラゴンズ,金丸 夢斗,9,20,19,0,2,0,0,0,2,0,0,0,1,0,0,0,0,8,1,.105,.105,.105,61565150
2026-06-03 15:53:56,Central,中日ドラゴンズ,川越 誠司,4,4,4,0,2,2,0,0,4,1,0,0,0,0,0,0,0,1,0,.500,1.000,.500,81585132
2026-06-03 15:53:56,Central,中日ドラゴンズ,木下 拓哉,16,49,48,4,12,2,0,0,14,1,0,0,0,0,1,0,0,10,0,.250,.292,.265,31735132
2026-06-03 15:53:56,Central,中日ドラゴンズ,近藤 廉,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,11015153
2026-06-03 15:53:56,Central,中日ドラゴンズ,サノー,15,50,46,4,10,1,0,3,20,8,0,0,0,0,3,0,1,16,1,.217,.435,.280,73575152
2026-06-03 15:53:56,Central,中日ドラゴンズ,齋藤 綱記,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,11915130
2026-06-03 15:53:56,Central,中日ドラゴンズ,櫻井 頼之介,8,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,.000,.000,.000,21925152
2026-06-03 15:53:56,Central,中日ドラゴンズ,篠﨑 国忠,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81985152
2026-06-03 15:53:56,Central,中日ドラゴンズ,清水 達也,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01905136
2026-06-03 15:53:56,Central,中日ドラゴンズ,杉浦 稔大,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,
2026-06-03 15:53:56,Central,中日ドラゴンズ,高橋 周平,26,67,59,4,16,1,0,0,17,3,0,0,1,0,7,0,0,20,2,.271,.288,.348,91095135
2026-06-03 15:53:56,Central,中日ドラゴンズ,髙橋 宏斗,9,16,15,0,4,0,0,0,4,2,0,0,1,0,0,0,0,5,0,.267,.267,.267,61265153
2026-06-03 15:53:56,Central,中日ドラゴンズ,田中 幹也,46,166,146,16,35,5,1,0,42,7,5,2,7,1,10,1,2,15,2,.240,.288,.296,21025157
2026-06-03 15:53:56,Central,中日ドラゴンズ,知野 直人,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,91095138
2026-06-03 15:53:56,Central,中日ドラゴンズ,辻本 倫太郎,8,12,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,.091,.091,.091,61265159
2026-06-03 15:53:56,Central,中日ドラゴンズ,土田 龍空,19,35,32,4,5,0,0,2,11,3,0,0,0,0,2,0,1,10,0,.156,.344,.229,51455153
2026-06-03 15:53:56,Central,中日ドラゴンズ,仲地 礼亜,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41245157
2026-06-03 15:53:56,Central,中日ドラゴンズ,中西 聖輝,4,8,7,0,1,1,0,0,2,0,0,0,1,0,0,0,0,5,0,.143,.286,.143,51455152
2026-06-03 15:53:56,Central,中日ドラゴンズ,根尾 昂,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81285138
2026-06-03 15:53:56,Central,中日ドラゴンズ,橋本 侑樹,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21425151
2026-06-03 15:53:56,Central,中日ドラゴンズ,花田 旭,16,55,52,5,12,3,0,1,18,5,0,1,0,1,2,0,0,18,1,.231,.346,.255,61465152
2026-06-03 15:53:56,Central,中日ドラゴンズ,樋口 正修,5,3,3,3,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,.333,.333,.333,21625157
2026-06-03 15:53:56,Central,中日ドラゴンズ,ブライト 健太,5,15,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,1,.071,.071,.133,71875155
2026-06-03 15:53:56,Central,中日ドラゴンズ,福 敬登,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41645132
2026-06-03 15:53:56,Central,中日ドラゴンズ,福永 裕基,33,133,118,10,32,3,0,1,38,7,5,1,0,0,14,1,1,24,0,.271,.322,.353,81685157
2026-06-03 15:53:56,Central,中日ドラゴンズ,藤嶋 健人,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21625134
2026-06-03 15:53:56,Central,中日ドラゴンズ,ボスラー,43,158,144,9,30,5,0,3,44,9,0,0,0,1,10,0,3,40,2,.208,.306,.272,83785150
2026-06-03 15:53:56,Central,中日ドラゴンズ,細川 成也,54,228,186,27,42,7,0,7,70,29,0,0,0,3,35,5,4,63,2,.226,.376,.355,31835134
2026-06-03 15:53:56,Central,中日ドラゴンズ,マラー,6,13,13,2,3,0,0,1,6,3,0,0,0,0,0,0,0,6,0,.231,.462,.231,13915150
2026-06-03 15:53:56,Central,中日ドラゴンズ,牧野 憲伸,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,37035159
2026-06-03 15:53:56,Central,中日ドラゴンズ,松山 晋也,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61865157
2026-06-03 15:53:56,Central,中日ドラゴンズ,味谷 大誠,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.333,.333,.333,83185155
2026-06-03 15:53:56,Central,中日ドラゴンズ,村松 開人,52,212,171,26,47,7,5,3,73,26,1,2,4,4,33,2,0,31,7,.275,.427,.385,03105157
2026-06-03 15:53:56,Central,中日ドラゴンズ,メヒア,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,93295157
2026-06-03 15:53:56,Central,中日ドラゴンズ,柳 裕也,10,23,19,1,2,0,0,0,2,0,0,0,4,0,0,0,0,6,0,.105,.105,.105,63165134
2026-06-03 15:53:56,Central,中日ドラゴンズ,山本 泰寛,19,48,39,3,10,1,0,1,14,4,0,0,4,0,5,0,0,7,0,.256,.359,.341,93195132
2026-06-03 15:53:56,Central,中日ドラゴンズ,吉田 聖弥,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,93395150
2026-06-03 15:53:56,Central,中日ドラゴンズ,ロドリゲス,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,03005159
2026-06-03 15:53:56,Central,中日ドラゴンズ,アブレウ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,73575159
2026-06-03 15:53:56,Central,中日ドラゴンズ,阿部 寿樹,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,.000,.000,1.000,61165132
2026-06-03 15:53:56,Central,中日ドラゴンズ,有馬 惠叶,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,91195150
2026-06-03 15:53:56,Central,中日ドラゴンズ,石伊 雄太,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.000,.000,.200,21125150
2026-06-03 15:53:56,Central,中日ドラゴンズ,石川 大峨,23,60,57,4,10,1,0,1,14,2,1,0,0,0,2,0,1,18,0,.175,.246,.217,81185152
2026-06-03 15:53:56,Central,中日ドラゴンズ,石川 昂弥,27,102,91,9,26,9,0,2,41,12,1,2,0,0,10,0,1,9,2,.286,.451,.363,91195151
2026-06-03 15:53:56,Central,中日ドラゴンズ,石橋 康太,31,79,65,7,14,4,0,3,27,14,1,0,0,0,9,1,5,16,3,.215,.415,.354,91195138
2026-06-03 15:53:56,Central,中日ドラゴンズ,板山 祐太郎,3,7,7,1,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,.286,.571,.286,91395132
2026-06-03 15:53:56,Central,中日ドラゴンズ,伊藤 茉央,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61165157
2026-06-03 15:53:56,Central,中日ドラゴンズ,井上 剣也,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51355150
2026-06-03 15:53:56,Central,中日ドラゴンズ,鵜飼 航丞,9,36,29,6,8,3,0,1,14,6,0,0,0,0,7,0,0,2,1,.276,.483,.417,71375155
2026-06-03 15:53:56,Central,中日ドラゴンズ,宇佐見 真吾,21,59,50,7,11,3,0,0,14,4,0,0,0,0,8,0,1,14,2,.220,.280,.339,61365132
2026-06-03 15:53:56,Central,中日ドラゴンズ,梅野 雄吾,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51355134
2026-06-03 15:53:56,Central,中日ドラゴンズ,大島 洋平,12,31,31,1,9,1,0,0,10,1,1,0,0,0,0,0,0,2,0,.290,.323,.290,01305131
2026-06-03 15:53:56,Central,中日ドラゴンズ,岡林 勇希,5,16,15,3,4,2,0,1,9,1,0,0,0,0,1,0,0,3,1,.267,.600,.313,81585151
2026-06-03 15:53:56,Central,中日ドラゴンズ,尾田 剛樹,14,36,29,2,7,2,0,0,9,5,1,2,2,1,4,0,0,7,0,.241,.310,.324,71575159
2026-06-03 15:53:56,Central,中日ドラゴンズ,カリステ,14,50,44,6,15,2,0,1,20,8,2,0,0,0,6,0,0,10,2,.341,.455,.420,93795157
2026-06-03 15:53:56,Central,中日ドラゴンズ,勝野 昌慶,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21525138
2026-06-03 15:53:56,Central,中日ドラゴンズ,加藤 匠馬,2,3,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.500,.500,.667,41545130
2026-06-03 15:53:56,Central,中日ドラゴンズ,金丸 夢斗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61565150
2026-06-03 15:53:56,Central,中日ドラゴンズ,川上 理偉,35,114,96,11,18,6,0,1,27,8,4,0,1,0,16,0,1,27,3,.188,.281,.310,41545159
2026-06-03 15:53:56,Central,中日ドラゴンズ,川越 誠司,14,42,39,6,10,2,0,0,12,2,0,0,0,0,3,0,0,7,1,.256,.308,.310,81585132
2026-06-03 15:53:56,Central,中日ドラゴンズ,草加 勝,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,91795159
2026-06-03 15:53:56,Central,中日ドラゴンズ,近藤 廉,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,11015153
2026-06-03 15:53:56,Central,中日ドラゴンズ,サノー,4,9,9,2,3,1,0,1,7,1,0,0,0,0,0,0,0,2,0,.333,.778,.333,73575152
2026-06-03 15:53:56,Central,中日ドラゴンズ,齋藤 綱記,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,11915130
2026-06-03 15:53:56,Central,中日ドラゴンズ,櫻井 頼之介,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21925152
2026-06-03 15:53:56,Central,中日ドラゴンズ,篠﨑 国忠,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81985152
2026-06-03 15:53:56,Central,中日ドラゴンズ,清水 達也,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01905136
2026-06-03 15:53:56,Central,中日ドラゴンズ,新保 茉良,36,130,119,12,28,5,2,0,37,11,5,1,1,2,8,0,0,52,1,.235,.311,.279,91095152
2026-06-03 15:53:56,Central,中日ドラゴンズ,杉浦 稔大,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,
2026-06-03 15:53:56,Central,中日ドラゴンズ,高橋 幸佑,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41245150
2026-06-03 15:53:56,Central,中日ドラゴンズ,高橋 周平,5,13,12,1,3,0,0,0,3,1,1,0,0,0,1,0,0,0,2,.250,.250,.308,91095135
2026-06-03 15:53:56,Central,中日ドラゴンズ,知野 直人,27,90,76,13,14,3,0,2,23,10,1,2,1,0,13,0,0,23,1,.184,.303,.303,91095138
2026-06-03 15:53:56,Central,中日ドラゴンズ,辻本 倫太郎,26,95,77,15,19,7,1,1,31,6,4,1,4,0,12,0,2,12,0,.247,.403,.363,61265159
2026-06-03 15:53:56,Central,中日ドラゴンズ,津田 啓史,35,110,97,14,23,4,1,1,32,8,5,1,1,0,12,0,0,29,1,.237,.330,.321,81285159
2026-06-03 15:53:56,Central,中日ドラゴンズ,土田 龍空,17,59,51,5,16,2,0,1,21,8,6,2,1,1,5,0,1,10,1,.314,.412,.379,51455153
2026-06-03 15:53:56,Central,中日ドラゴンズ,仲地 礼亜,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41245157
2026-06-03 15:53:56,Central,中日ドラゴンズ,中西 聖輝,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51455152
2026-06-03 15:53:56,Central,中日ドラゴンズ,中村 奈一輝,29,79,70,10,21,2,0,1,26,3,3,2,1,1,7,0,0,18,4,.300,.371,.359,71675150
2026-06-03 15:53:56,Central,中日ドラゴンズ,根尾 昂,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81285138
2026-06-03 15:53:56,Central,中日ドラゴンズ,能戸 輝夢,30,91,86,8,24,3,3,0,33,7,3,2,0,0,5,0,0,31,4,.279,.384,.319,41445152
2026-06-03 15:53:56,Central,中日ドラゴンズ,橋本 侑樹,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21425151
2026-06-03 15:53:56,Central,中日ドラゴンズ,花田 旭,16,55,51,7,14,2,1,3,27,10,3,1,0,1,2,0,1,17,2,.275,.529,.309,61465152
2026-06-03 15:53:56,Central,中日ドラゴンズ,土生 翔太,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51655159
2026-06-03 15:53:56,Central,中日ドラゴンズ,日渡 騰輝,22,55,53,4,15,3,1,1,23,8,0,0,0,0,2,0,0,8,2,.283,.434,.309,81685159
2026-06-03 15:53:56,Central,中日ドラゴンズ,ブライト 健太,15,56,48,5,11,1,0,2,18,7,1,0,0,0,6,0,2,17,1,.229,.375,.339,71875155
2026-06-03 15:53:56,Central,中日ドラゴンズ,福 敬登,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41645132
2026-06-03 15:53:56,Central,中日ドラゴンズ,福田 幸之介,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31835159
2026-06-03 15:53:56,Central,中日ドラゴンズ,福永 裕基,5,16,13,1,2,0,0,0,2,0,0,1,0,0,3,0,0,3,1,.154,.154,.313,81685157
2026-06-03 15:53:56,Central,中日ドラゴンズ,福元 悠真,33,103,96,11,30,6,0,2,42,12,2,1,0,0,6,0,1,8,9,.313,.438,.359,31835155
2026-06-03 15:53:56,Central,中日ドラゴンズ,藤嶋 健人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21625134
2026-06-03 15:53:56,Central,中日ドラゴンズ,ボスラー,3,10,9,1,1,0,0,0,1,1,0,0,0,1,0,0,0,3,0,.111,.111,.100,83785150
2026-06-03 15:53:56,Central,中日ドラゴンズ,マラー,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,13915150
2026-06-03 15:53:56,Central,中日ドラゴンズ,マルティネス,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,33935150
2026-06-03 15:53:56,Central,中日ドラゴンズ,松木平 優太,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,73175153
2026-06-03 15:53:56,Central,中日ドラゴンズ,松葉 貴大,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21225137
2026-06-03 15:53:56,Central,中日ドラゴンズ,松山 晋也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61865157
2026-06-03 15:53:56,Central,中日ドラゴンズ,三浦 瑞樹,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,23125155
2026-06-03 15:53:56,Central,中日ドラゴンズ,三上 愛介,4,7,4,0,1,0,0,0,1,0,0,1,0,0,3,0,0,1,0,.250,.250,.571,13115152
2026-06-03 15:53:56,Central,中日ドラゴンズ,味谷 大誠,33,68,61,5,15,4,2,0,23,5,3,1,2,0,5,0,0,17,1,.246,.377,.303,83185155
2026-06-03 15:53:56,Central,中日ドラゴンズ,森 駿太,35,127,118,10,14,2,2,2,26,11,2,1,0,0,8,0,1,53,1,.119,.220,.181,03105150
2026-06-03 15:53:56,Central,中日ドラゴンズ,森 博人,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,53355153
2026-06-03 15:53:56,Central,中日ドラゴンズ,森山 暁生,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,33335157
2026-06-03 15:53:56,Central,中日ドラゴンズ,山浅 龍之介,16,42,34,3,8,1,0,0,9,4,0,0,1,2,3,0,2,9,0,.235,.265,.317,93395157
2026-06-03 15:53:56,Central,中日ドラゴンズ,山本 泰寛,11,37,35,4,10,1,0,0,11,3,0,0,0,0,2,0,0,4,0,.286,.314,.324,93195132
2026-06-03 15:53:56,Central,中日ドラゴンズ,吉田 聖弥,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,93395150
2026-06-03 15:53:56,Central,中日ドラゴンズ,ロドリゲス,24,96,87,14,24,3,1,3,38,12,0,2,0,1,8,0,0,17,3,.276,.437,.333,03005159
2026-06-03 15:53:56,Central,中日ドラゴンズ,涌井 秀章,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31635110
2026-06-03 15:53:56,Central,広島東洋カープ,赤木 晴哉,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31135152
2026-06-03 15:53:56,Central,広島東洋カープ,秋山 翔吾,27,77,74,10,18,2,1,2,28,4,0,0,0,0,2,0,1,15,0,.243,.378,.273,31135133
2026-06-03 15:53:56,Central,広島東洋カープ,石原 貴規,11,14,12,2,2,0,0,1,5,1,0,0,0,0,2,0,0,3,0,.167,.417,.286,21125151
2026-06-03 15:53:56,Central,広島東洋カープ,遠藤 淳志,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71375136
2026-06-03 15:53:56,Central,広島東洋カープ,大瀬良 大地,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.500,.500,.500,61365139
2026-06-03 15:53:56,Central,広島東洋カープ,大盛 穂,45,147,139,17,30,5,0,3,44,7,7,1,2,0,6,1,0,45,1,.216,.317,.248,21325138
2026-06-03 15:53:56,Central,広島東洋カープ,岡本 駿,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,.000,.000,.000,91595150
2026-06-03 15:53:56,Central,広島東洋カープ,勝田 成,31,78,70,1,12,2,0,0,14,1,2,1,3,0,3,2,2,14,0,.171,.200,.227,81585152
2026-06-03 15:53:56,Central,広島東洋カープ,菊池 涼介,43,172,142,15,35,5,0,2,46,10,3,2,7,1,22,0,0,33,1,.246,.324,.345,61565135
2026-06-03 15:53:56,Central,広島東洋カープ,栗林 良吏,7,18,14,1,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,.000,.000,.000,91995153
2026-06-03 15:53:56,Central,広島東洋カープ,小園 海斗,50,197,182,15,39,7,1,0,48,9,2,2,1,1,12,0,1,25,4,.214,.264,.265,01705138
2026-06-03 15:53:56,Central,広島東洋カープ,齊藤 汰直,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51955152
2026-06-03 15:53:56,Central,広島東洋カープ,坂倉 将吾,48,190,166,18,46,13,0,6,77,32,2,2,0,1,22,3,1,40,3,.277,.464,.363,11915134
2026-06-03 15:53:56,Central,広島東洋カープ,佐々木 泰,37,133,126,12,24,2,1,2,34,6,2,0,1,0,5,0,1,17,0,.190,.270,.227,11015150
2026-06-03 15:53:56,Central,広島東洋カープ,佐藤 啓介,12,12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,.000,.000,.083,71975159
2026-06-03 15:53:56,Central,広島東洋カープ,島内 颯太郎,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31935138
2026-06-03 15:53:56,Central,広島東洋カープ,鈴木 健矢,13,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,.500,.500,.500,61065151
2026-06-03 15:53:56,Central,広島東洋カープ,ターノック,6,9,6,0,2,1,0,0,3,0,0,0,3,0,0,0,0,2,0,.333,.500,.333,43545152
2026-06-03 15:53:56,Central,広島東洋カープ,髙 太一,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41045159
2026-06-03 15:53:56,Central,広島東洋カープ,辰見 鴻之介,19,17,15,3,2,0,0,0,2,0,10,3,1,0,1,0,0,5,1,.133,.133,.188,71075157
2026-06-03 15:53:56,Central,広島東洋カープ,玉村 昇悟,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,.000,.000,.000,41245151
2026-06-03 15:53:56,Central,広島東洋カープ,田村 俊介,4,12,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,.083,.083,.083,61265155
2026-06-03 15:53:56,Central,広島東洋カープ,辻 大雅,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81085157
2026-06-03 15:53:56,Central,広島東洋カープ,常廣 羽也斗,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31435159
2026-06-03 15:53:56,Central,広島東洋カープ,床田 寛樹,10,23,20,0,4,0,0,0,4,2,0,0,2,0,1,0,0,7,0,.200,.200,.238,11415134
2026-06-03 15:53:56,Central,広島東洋カープ,中﨑 翔太,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31235133
2026-06-03 15:53:56,Central,広島東洋カープ,中村 奨成,29,81,72,3,13,1,0,0,14,0,0,0,6,0,3,0,0,10,0,.181,.194,.213,81285136
2026-06-03 15:53:56,Central,広島東洋カープ,名原 典彦,10,43,42,7,14,1,1,1,20,3,1,1,1,0,0,0,0,4,0,.333,.476,.333,11415157
2026-06-03 15:53:56,Central,広島東洋カープ,野間 峻祥,23,65,58,2,12,1,0,0,13,3,2,0,0,1,6,0,0,9,0,.207,.224,.277,01405130
2026-06-03 15:53:56,Central,広島東洋カープ,ハーン,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,73975159
2026-06-03 15:53:56,Central,広島東洋カープ,林 晃汰,6,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.167,01405138
2026-06-03 15:53:56,Central,広島東洋カープ,平川 蓮,22,85,79,2,15,3,0,0,18,10,0,0,1,0,4,0,1,29,1,.190,.228,.238,71675152
2026-06-03 15:53:56,Central,広島東洋カープ,ファビアン,22,81,78,5,14,2,0,2,22,4,0,0,0,0,2,0,1,14,1,.179,.282,.210,43745150
2026-06-03 15:53:56,Central,広島東洋カープ,二俣 翔一,20,44,41,1,9,0,1,1,14,5,0,0,0,1,1,0,1,12,0,.220,.341,.250,91895153
2026-06-03 15:53:56,Central,広島東洋カープ,塹江 敦哉,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21625130
2026-06-03 15:53:56,Central,広島東洋カープ,前川 誠太,16,18,16,1,2,0,0,0,2,1,0,0,0,0,2,0,0,5,0,.125,.125,.222,41845155
2026-06-03 15:53:56,Central,広島東洋カープ,益田 武尚,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,91895157
2026-06-03 15:53:56,Central,広島東洋カープ,モンテロ,45,137,127,13,30,6,0,5,51,19,0,0,0,2,7,1,1,34,2,.236,.402,.277,53955150
2026-06-03 15:53:56,Central,広島東洋カープ,持丸 泰輝,35,112,95,9,22,5,0,3,36,11,0,0,2,1,12,0,2,22,2,.232,.379,.327,81885151
2026-06-03 15:53:56,Central,広島東洋カープ,森 翔平,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,.000,.000,.000,93395155
2026-06-03 15:53:56,Central,広島東洋カープ,森浦 大輔,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,73375153
2026-06-03 15:53:56,Central,広島東洋カープ,森下 暢仁,9,12,10,2,2,0,0,0,2,0,0,0,1,0,1,0,0,2,0,.200,.200,.273,53155151
2026-06-03 15:53:56,Central,広島東洋カープ,矢野 雅哉,26,41,34,6,7,0,0,1,10,5,1,1,2,1,4,0,0,12,0,.206,.294,.282,93395153
2026-06-03 15:53:56,Central,広島東洋カープ,渡邉 悠斗,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,13515150
2026-06-03 15:53:56,Central,広島東洋カープ,アドゥワ 誠,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31135134
2026-06-03 15:53:56,Central,広島東洋カープ,アリア,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,63965152
2026-06-03 15:53:56,Central,広島東洋カープ,會澤 翼,16,46,42,1,8,2,0,0,10,2,0,0,0,0,2,0,2,7,1,.190,.238,.261,31135114
2026-06-03 15:53:56,Central,広島東洋カープ,赤木 晴哉,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,31135152
2026-06-03 15:53:56,Central,広島東洋カープ,石原 貴規,6,20,17,1,2,0,0,0,2,2,0,0,2,0,1,0,0,3,1,.118,.118,.167,21125151
2026-06-03 15:53:56,Central,広島東洋カープ,内田 湘大,30,93,89,3,18,2,0,0,20,5,0,0,1,0,3,0,0,25,3,.202,.225,.228,51355157
2026-06-03 15:53:56,Central,広島東洋カープ,遠藤 淳志,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71375136
2026-06-03 15:53:56,Central,広島東洋カープ,大瀬良 大地,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,61365139
2026-06-03 15:53:56,Central,広島東洋カープ,岡本 駿,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,91595150
2026-06-03 15:53:56,Central,広島東洋カープ,勝田 成,2,8,6,3,3,1,1,0,6,1,1,0,0,0,2,0,0,0,0,.500,1.000,.625,81585152
2026-06-03 15:53:56,Central,広島東洋カープ,河野 佳,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71575157
