scraped_at,league,team,player,games,pa,ab,runs,hits,doubles,triples,hr,tb,rbi,sb,cs,sh,sf,bb,ibb,hbp,so,gidp,avg,slg,obp,npb_id
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,津森 宥紀,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81285151
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,中村 晃,21,31,29,0,4,1,0,0,5,2,0,0,0,0,2,0,0,5,1,.138,.172,.194,11215116
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,野村 勇,38,62,57,10,9,1,0,0,10,2,1,0,0,0,5,1,0,25,1,.158,.175,.226,11615155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,廣瀨 隆太,3,7,5,1,3,1,0,0,4,2,0,0,1,0,1,0,0,0,1,.600,.800,.667,61665159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,藤原 大翔,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01805159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,ヘルナンデス,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,33435157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,前田 純,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71875157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,前田 悠伍,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,13115159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,牧原 大成,52,192,173,20,47,10,0,0,57,8,4,1,5,2,11,1,1,37,0,.272,.329,.316,61465133
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,正木 智也,16,74,65,10,22,5,0,3,36,12,0,0,0,0,7,1,2,17,1,.338,.554,.419,81885155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,松本 晴,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,.000,.000,41845157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,松本 裕樹,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61665130
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,柳田 悠岐,46,181,164,16,41,5,0,7,67,25,0,0,0,2,12,0,3,41,1,.250,.409,.309,31835133
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,柳町 達,31,118,101,10,21,5,1,0,28,13,0,0,1,2,14,0,0,22,2,.208,.277,.299,73175151
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山川 穂高,46,168,143,15,25,2,0,9,54,25,0,0,0,1,21,0,3,44,2,.175,.378,.292,21425139
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山本 恵大,11,34,31,2,9,1,0,1,13,2,0,0,0,0,1,0,2,8,0,.290,.419,.353,93595155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山本 祐大,14,48,43,8,15,1,0,2,22,9,0,0,0,0,3,0,2,4,2,.349,.512,.417,
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,渡邉 陸,5,13,11,2,1,1,0,0,2,0,0,0,0,0,2,0,0,2,0,.091,.182,.231,93195138
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,アルメンタ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,33735155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,相原 雄太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31135150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,秋広 優人,38,146,124,19,26,5,0,2,37,12,0,0,0,2,15,0,5,39,3,.210,.298,.315,71175153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,イヒネ イツア,27,123,101,14,20,3,3,0,29,6,8,4,2,1,19,0,0,27,3,.198,.287,.322,11315157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,池田 栞太,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,21125152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,石塚 綜一郎,39,123,97,14,27,6,1,3,44,20,0,0,0,4,11,0,11,24,2,.278,.454,.398,01105151
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,石見 颯真,42,155,127,22,33,4,1,2,45,10,6,2,2,1,25,0,0,21,2,.260,.354,.379,81185150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,伊藤 優輔,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,91395153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,井上 朋也,22,80,72,11,18,2,2,2,30,5,1,1,2,0,6,0,0,15,3,.250,.417,.308,01305153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,岩井 俊介,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51355159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,岩崎 峻典,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21325150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,江崎 歩,2,2,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1.000,1.000,1.000,41345152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,オスーナ,20,79,74,6,15,4,0,0,19,6,1,3,0,1,3,0,1,29,2,.203,.257,.241,53755157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,オスナ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,13415155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大泉 周也,25,76,72,10,24,5,2,3,42,14,3,1,0,0,4,0,0,12,3,.333,.583,.368,21325159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大江 竜聖,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71375134
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大関 友久,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01505151
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大竹 風雅,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21325155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大津 亮介,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01305157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大友 宗,6,13,12,2,3,0,1,0,5,1,1,0,0,0,1,0,0,2,0,.250,.417,.308,51555150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大野 稼頭央,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21325157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大橋 令和,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,51555152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,大山 凌,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,11515159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,岡田 皓一朗,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71575150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,尾形 崇斗,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61365136
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,緒方 理貢,8,18,16,7,3,0,0,0,3,1,2,1,0,0,1,0,1,4,0,.188,.188,.278,81585153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,上茶谷 大河,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81585138
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,川村 友斗,7,25,23,6,8,1,0,2,15,7,4,0,0,0,1,0,1,3,1,.348,.652,.400,11715155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,木村 大成,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71775155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,木村 光,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41545157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,漁府 輝羽,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,.000,.000,.200,61765150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,桑原 秀侍,7,13,12,1,4,1,0,1,8,1,1,0,0,0,1,0,0,3,0,.333,.667,.385,01905153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,小林 樹斗,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,ザイレン,3,7,7,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,.286,.286,.286,01905150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,佐倉 俠史朗,3,11,10,1,2,1,0,0,3,1,0,0,0,1,0,0,0,3,0,.200,.300,.182,
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,笹川 吉康,25,105,99,13,29,8,0,3,46,15,2,2,0,0,6,0,0,14,1,.293,.465,.333,91095153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,佐藤 航太,9,17,17,2,3,1,0,0,4,2,2,0,0,0,0,0,0,7,0,.176,.235,.176,31935157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,徐 若熙,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,23525152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,重松 凱人,5,13,12,1,4,0,0,0,4,1,1,0,0,0,1,0,0,3,1,.333,.333,.385,71975157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,庄子 雄大,2,8,5,2,2,1,0,0,3,2,0,1,1,0,2,0,0,1,0,.400,.600,.571,01205150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,スチュワート・ジュニア,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,53755138
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,杉山 一樹,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,91995138
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,鈴木 豪太,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21025152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,鈴木 貴大,4,9,9,1,2,0,0,0,2,1,0,0,0,0,0,0,0,4,0,.222,.222,.222,41045152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,ダウンズ,6,19,17,0,4,0,0,0,4,0,0,0,0,0,1,0,1,2,0,.235,.235,.316,43245159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,髙橋 隆慶,46,193,166,24,45,5,0,1,53,21,0,1,1,1,22,0,3,30,12,.271,.319,.365,31235152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,張 峻瑋,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,津嘉山 憲志郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41445150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,津森 宥紀,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81285151
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,飛田 悠成,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31235157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,中澤 恒貴,18,56,54,5,16,4,1,0,22,4,3,1,0,0,2,0,0,10,1,.296,.407,.321,01405159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,中村 晃,3,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.143,11215116
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,中村 稔弥,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01205138
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,長水 啓眞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61465159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,西尾 歩真,18,52,47,6,15,1,0,0,16,2,3,0,0,0,5,0,0,6,1,.319,.340,.385,51455157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,東浜 巨,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01005137
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,広瀬 結煌,4,12,11,2,4,0,0,0,4,0,0,2,0,0,1,0,0,2,1,.364,.364,.417,31835150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,廣瀨 隆太,28,121,100,9,30,11,0,2,47,15,0,0,3,1,17,1,0,15,6,.300,.470,.398,61665159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,藤田 悠太郎,9,24,20,3,5,1,0,1,9,3,0,0,0,0,3,0,1,5,0,.250,.450,.375,91895159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,藤野 恵音,21,49,47,5,16,0,0,1,19,5,1,4,1,0,1,0,0,2,0,.340,.404,.354,51855155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,藤原 大翔,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01805159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,北斗,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,11815152
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,前田 純,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,71875157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,前田 悠伍,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,13115159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,牧原 巧汰,6,19,18,1,3,1,0,0,4,2,0,0,0,0,1,0,0,5,1,.167,.222,.211,33135153
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,正木 智也,6,21,19,1,5,2,0,0,7,0,1,0,0,0,2,0,0,2,0,.263,.368,.333,81885155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,嶺井 博希,25,76,72,2,10,3,1,0,15,5,1,0,0,0,4,0,0,15,3,.139,.208,.184,71475139
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,宮里 優吾,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,13315159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,村上 泰斗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,73175150
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,村田 賢一,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,73375159
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,盛島 稜大,5,16,14,1,3,0,0,0,3,0,0,0,0,0,2,0,0,3,0,.214,.214,.313,83185157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,柳町 達,10,42,33,9,13,4,0,0,17,5,0,0,0,1,8,0,0,9,1,.394,.515,.500,73175151
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山川 穂高,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,21425139
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山崎 琢磨,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,13515155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山下 恭吾,18,46,37,6,11,3,0,1,17,8,1,2,0,0,7,0,2,9,0,.297,.459,.435,23325157
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,山本 恵大,28,99,90,6,32,3,0,1,38,16,3,1,0,1,6,0,2,10,4,.356,.422,.404,93595155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,ロドリゲス,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,83285155
2026-06-03 15:53:56,Pacific,福岡ソフトバンクホークス,渡邉 陸,23,69,64,7,16,3,0,2,25,9,1,0,1,0,4,0,0,16,2,.250,.391,.294,93195138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,淺間 大基,17,45,41,3,8,1,0,2,15,3,1,0,0,0,4,0,0,12,0,.195,.366,.267,31135130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,有原 航平,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51155130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,池田 隆英,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01105134
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,五十幡 亮汰,43,39,35,4,8,1,0,0,9,1,7,3,2,0,2,0,0,11,0,.229,.257,.270,11315153
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,伊藤 大海,11,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,.000,.000,.000,
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,上原 健太,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41345132
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,梅林 優貴,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,11515151
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,エドポロ ケイン,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,01305152
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,大川 慈英,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61365152
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,大塚 瑠晏,19,37,30,3,6,1,0,1,10,2,0,0,0,0,7,0,0,13,0,.200,.333,.351,11515152
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,カストロ,36,125,111,13,27,2,0,7,50,16,2,1,0,2,10,0,2,32,2,.243,.450,.312,43945152
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,加藤 貴之,9,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.000,1.000,1.000,41545132
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,上川畑 大悟,7,21,21,3,6,2,0,0,8,1,0,1,0,0,0,0,0,2,1,.286,.381,.286,01505155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,河野 竜生,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,81785151
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,菊地 大稀,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31735155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,北山 亘基,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51755155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,清宮 幸太郎,54,220,191,26,44,4,1,8,74,27,2,1,0,1,23,1,5,43,2,.230,.387,.327,41545136
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,古林 睿煬,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,93595150
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,郡司 裕也,54,203,177,17,40,3,0,4,55,15,0,0,0,1,23,0,2,32,4,.226,.311,.320,21925151
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,齋藤 友貴哉,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21725138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,島本 浩也,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51055133
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,清水 大暉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51255150
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,清水 優心,15,27,23,2,3,1,0,1,7,4,0,0,1,0,3,0,0,5,0,.130,.304,.231,61965130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,進藤 勇也,13,34,29,4,4,1,0,1,8,3,0,0,0,0,5,0,0,10,1,.138,.276,.265,11015159
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,達 孝太,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01205155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,田中 正義,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,31235134
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,玉井 大翔,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,91295134
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,田宮 裕涼,45,147,135,18,40,6,2,2,56,11,2,1,5,0,7,1,0,25,2,.296,.415,.331,51055138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,生田目 翼,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,41245138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,奈良間 大己,43,108,97,14,23,2,1,2,33,12,3,0,1,0,8,0,2,27,2,.237,.340,.308,31435157
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,西川 遥輝,18,55,43,7,8,1,1,1,14,4,1,0,0,0,10,0,2,13,0,.186,.326,.364,21225133
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,野村 佑希,44,150,141,13,34,6,0,7,61,25,0,1,0,1,7,0,1,35,5,.241,.433,.280,31435138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,福島 蓮,5,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,.000,.000,81685155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,福谷 浩司,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21025137
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,細川 凌平,16,26,18,4,4,0,0,2,10,6,0,1,1,0,7,0,0,4,0,.222,.556,.440,61865153
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,細野 晴希,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,61865159
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,堀 瑞輝,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51855134
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,マルティネス,9,20,18,0,1,0,0,0,1,0,0,0,0,0,1,0,1,6,1,.056,.056,.150,73975136
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,万波 中正,55,212,181,29,44,6,0,12,86,26,0,0,0,1,26,2,3,56,8,.243,.475,.346,11815138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,水谷 瞬,14,52,48,6,11,3,0,1,17,6,0,0,0,2,1,0,1,15,0,.229,.354,.250,31835138
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,水野 達稀,52,207,182,25,52,12,2,1,71,16,6,1,4,3,13,0,5,34,2,.286,.390,.345,63165155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,矢澤 宏太,42,76,72,7,15,2,2,3,30,5,4,2,0,0,4,0,0,15,1,.208,.417,.250,73375157
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,柳川 大晟,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,63365155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,山縣 秀,13,23,20,2,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,.000,.000,.000,63165150
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,山﨑 福也,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,21825130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,山本 拓実,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,03105136
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,吉田 賢吾,7,14,14,1,1,0,1,0,3,1,0,0,0,0,0,0,0,4,1,.071,.214,.071,13515157
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,レイエス,53,219,201,18,60,10,0,9,97,27,0,0,0,1,16,3,1,38,7,.299,.483,.352,73075159
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,淺間 大基,13,45,39,8,17,3,1,2,28,11,1,0,0,1,5,0,0,8,0,.436,.718,.489,31135130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,浅利 太門,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51155150
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,有薗 直輝,21,87,66,22,21,9,1,2,38,10,1,1,0,0,19,0,2,18,2,.318,.576,.483,01105155
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,有原 航平,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,51155130
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,安西 叶翔,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01105157
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,池田 隆英,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,01105134
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,五十幡 亮汰,1,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.000,.000,.200,11315153
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,今川 優馬,28,85,78,10,23,7,0,3,39,17,2,1,0,4,2,0,1,20,4,.295,.500,.306,21325153
2026-06-03 15:53:56,Pacific,北海道日本ハムファイターズ,梅林 優貴,19,68,61,6,13,2,0,2,21,10,2,0,5,0,2,0,0,15,3,.213,.344,.238,11515151
